id,title,description,location,domain,required_skills,skill_requirements,job_type,duration,required_languages,posted_date,salary_range,employer_id
job_183,Consultant Transformation - Poste Consulting,Description de l'offre d'emploi 183 dans le domaine Consulting,Agadir,Consulting,"['Conseil en Organisation', 'Process Optimization', 'Transformation Digitale', ""Stratégie d'Entreprise"", 'Six Sigma', 'Formation Professionnelle', 'Tutorat']","{'Conseil en Organisation': 2, 'Process Optimization': 5, 'Transformation Digitale': 3, ""Stratégie d'Entreprise"": 3, 'Six Sigma': 2, 'Formation Professionnelle': 5, 'Tutorat': 1}",Temps partiel,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-03-19,481-848 MAD/jour,employer_60
job_184,Maître d'Œuvre - Projet BTP & Construction,Description de l'offre d'emploi 184 dans le domaine BTP & Construction,Meknès,BTP & Construction,"['Construction Durable', 'BIM']","{'Construction Durable': 5, 'BIM': 1}",Temps partiel,1 an,"['Arabe', 'Français']",2025-03-16,381-1197 MAD/jour,employer_18
job_185,Security Engineer - Mission IT & Développement,Description de l'offre d'emploi 185 dans le domaine IT & Développement,Oujda,IT & Développement,"['Machine Learning', 'Kubernetes', 'Data Science', 'Vue.js']","{'Machine Learning': 3, 'Kubernetes': 5, 'Data Science': 4, 'Vue.js': 3}",Temps partiel,6 mois,"['Anglais', 'Arabe']",2025-04-09,608-1394 MAD/jour,employer_98
job_186,Chercheur Clinique - Poste Santé,Description de l'offre d'emploi 186 dans le domaine Santé,Taza,Santé,"['Télémédecine', 'Imagerie Médicale']","{'Télémédecine': 1, 'Imagerie Médicale': 5}",Temps partiel,6 mois,['Arabe'],2025-02-23,737-815 MAD/jour,employer_86
job_187,Chef de Produit Touristique - Poste Tourisme & Hôtellerie,Description de l'offre d'emploi 187 dans le domaine Tourisme & Hôtellerie,Safi,Tourisme & Hôtellerie,"['Expérience Client', 'Tour Operating', 'CRM Tourisme']","{'Expérience Client': 5, 'Tour Operating': 2, 'CRM Tourisme': 1}",Mission ponctuelle,1 an,['Français'],2025-03-22,449-1213 MAD/jour,employer_96
job_188,QA Engineer - Mission IT & Développement,Description de l'offre d'emploi 188 dans le domaine IT & Développement,Béni Mellal,IT & Développement,"['AWS', 'Docker', 'Cybersécurité', 'Node.js', 'DevOps']","{'AWS': 4, 'Docker': 4, 'Cybersécurité': 1, 'Node.js': 2, 'DevOps': 2}",Contrat,6 mois,"['Arabe', 'Français']",2025-03-27,721-1136 MAD/jour,employer_6
job_189,Brand Manager - Mission Marketing Digital,Description de l'offre d'emploi 189 dans le domaine Marketing Digital,Béni Mellal,Marketing Digital,"['SEM', 'Growth Hacking', 'Analytics']","{'SEM': 2, 'Growth Hacking': 1, 'Analytics': 3}",Contrat,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-18,310-1447 MAD/jour,employer_51
job_190,Ingénieur Pédagogique - Mission Éducation & Formation,Description de l'offre d'emploi 190 dans le domaine Éducation & Formation,Casablanca,Éducation & Formation,"['Coaching', 'Édition Pédagogique', 'Pédagogie', 'Gestion de Formation', 'Illustration', 'UI Design']","{'Coaching': 3, 'Édition Pédagogique': 1, 'Pédagogie': 4, 'Gestion de Formation': 2, 'Illustration': 1, 'UI Design': 5}",Temps plein,1 semaine,"['Arabe', 'Français']",2025-04-13,329-1000 MAD/jour,employer_96
job_191,Responsable Communication Digitale - Mission Communication,Description de l'offre d'emploi 191 dans le domaine Communication,Khouribga,Communication,"['Sponsoring', 'Media Planning', 'Relations Publiques']","{'Sponsoring': 5, 'Media Planning': 3, 'Relations Publiques': 2}",Freelance,1 mois,"['Arabe', 'Français']",2025-03-25,333-829 MAD/jour,employer_62
job_192,Responsable Paie - Projet Ressources Humaines,Description de l'offre d'emploi 192 dans le domaine Ressources Humaines,Meknès,Ressources Humaines,"['Relations Sociales', 'Administration du Personnel', 'Développement RH']","{'Relations Sociales': 1, 'Administration du Personnel': 5, 'Développement RH': 2}",Temps plein,1 an,[],2025-04-24,338-1195 MAD/jour,employer_10
job_193,HRBP - Mission Ressources Humaines,Description de l'offre d'emploi 193 dans le domaine Ressources Humaines,Mohammedia,Ressources Humaines,"['Administration du Personnel', 'Gestion des Talents']","{'Administration du Personnel': 1, 'Gestion des Talents': 1}",Contrat,2 semaines,"['Anglais', 'Arabe']",2025-02-23,319-1363 MAD/jour,employer_48
job_194,Data Engineer - Poste IT & Développement,Description de l'offre d'emploi 194 dans le domaine IT & Développement,Mohammedia,IT & Développement,"['Vue.js', 'Kotlin', 'SQL', 'Blockchain']","{'Vue.js': 2, 'Kotlin': 2, 'SQL': 3, 'Blockchain': 4}",Temps plein,3 mois,"['Anglais', 'Arabe', 'Français']",2025-04-21,520-1265 MAD/jour,employer_82
job_195,Responsable Mobilité - Poste Ressources Humaines,Description de l'offre d'emploi 195 dans le domaine Ressources Humaines,Settat,Ressources Humaines,"['Gestion des Compétences', 'Bien-être au Travail', 'Assessment', 'Gestion des Talents', 'Formation', 'Télémédecine']","{'Gestion des Compétences': 1, 'Bien-être au Travail': 4, 'Assessment': 2, 'Gestion des Talents': 5, 'Formation': 1, 'Télémédecine': 5}",Temps plein,1 an,"['Arabe', 'Français']",2025-04-18,635-897 MAD/jour,employer_58
job_196,Marketing Automation Expert - Mission Marketing Digital,Description de l'offre d'emploi 196 dans le domaine Marketing Digital,Oujda,Marketing Digital,"['Branding', 'Instagram Ads', 'Marketing Automation', 'CRM']","{'Branding': 5, 'Instagram Ads': 3, 'Marketing Automation': 4, 'CRM': 3}",Freelance,1 an,['Arabe'],2025-03-26,745-1127 MAD/jour,employer_81
job_197,Directeur de Formation - Poste Éducation & Formation,Description de l'offre d'emploi 197 dans le domaine Éducation & Formation,Nador,Éducation & Formation,"['Édition Pédagogique', 'E-learning']","{'Édition Pédagogique': 5, 'E-learning': 5}",Mission ponctuelle,1 mois,['Français'],2025-03-21,666-1211 MAD/jour,employer_40
job_198,Auditeur - Mission Finance & Comptabilité,Description de l'offre d'emploi 198 dans le domaine Finance & Comptabilité,Settat,Finance & Comptabilité,"['Comptabilité Générale', 'SAP']","{'Comptabilité Générale': 2, 'SAP': 2}",Temps partiel,1 semaine,['Français'],2025-03-05,537-833 MAD/jour,employer_0
job_199,Développeur Fullstack - Projet IT & Développement,Description de l'offre d'emploi 199 dans le domaine IT & Développement,Tanger,IT & Développement,"['Mobile Development', 'Kubernetes', 'Docker', 'WordPress', 'SEO']","{'Mobile Development': 5, 'Kubernetes': 4, 'Docker': 3, 'WordPress': 1, 'SEO': 4}",Temps partiel,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-04-12,731-1157 MAD/jour,employer_64
job_200,Contrôleur de Gestion - Poste Finance & Comptabilité,Description de l'offre d'emploi 200 dans le domaine Finance & Comptabilité,Marrakech,Finance & Comptabilité,"['Analyse Financière', 'Reporting Financier', 'Fiscalité', 'Sage', 'Gestion des Risques']","{'Analyse Financière': 5, 'Reporting Financier': 1, 'Fiscalité': 3, 'Sage': 5, 'Gestion des Risques': 1}",Temps plein,2 semaines,"['Anglais', 'Français']",2025-03-06,488-1314 MAD/jour,employer_2
job_201,Responsable Qualité Sanitaire - Projet Santé,Description de l'offre d'emploi 201 dans le domaine Santé,Taza,Santé,"['Télémédecine', 'Réglementation Médicale', 'Qualité Sanitaire']","{'Télémédecine': 4, 'Réglementation Médicale': 4, 'Qualité Sanitaire': 2}",Temps plein,1 semaine,"['Arabe', 'Français']",2025-03-19,571-897 MAD/jour,employer_84
job_202,Consultant Opérations - Poste Consulting,Description de l'offre d'emploi 202 dans le domaine Consulting,Tétouan,Consulting,"['Transformation Digitale', 'Process Optimization', 'Conseil en Organisation', 'Conseil en Management', 'Conseil en Innovation', 'Droit Fiscal', 'Arbitrage']","{'Transformation Digitale': 4, 'Process Optimization': 1, 'Conseil en Organisation': 1, 'Conseil en Management': 1, 'Conseil en Innovation': 4, 'Droit Fiscal': 1, 'Arbitrage': 4}",Temps plein,1 mois,"['Anglais', 'Arabe', 'Français']",2025-03-25,753-1040 MAD/jour,employer_44
job_203,Responsable Affaires Réglementaires - Mission Santé,Description de l'offre d'emploi 203 dans le domaine Santé,Nador,Santé,"['Recherche Clinique', 'Gestion Hospitalière', 'Medical Writing', 'Santé Publique']","{'Recherche Clinique': 3, 'Gestion Hospitalière': 2, 'Medical Writing': 3, 'Santé Publique': 4}",Freelance,2 semaines,['Français'],2025-03-12,724-1386 MAD/jour,employer_47
job_204,Web Designer - Mission Design & Création,Description de l'offre d'emploi 204 dans le domaine Design & Création,Marrakech,Design & Création,"['Illustrator', 'XD', 'Figma', 'Packaging Design', 'Animation']","{'Illustrator': 1, 'XD': 1, 'Figma': 3, 'Packaging Design': 1, 'Animation': 5}",Contrat,1 an,['Arabe'],2025-03-06,349-1435 MAD/jour,employer_78
job_205,Responsable Communication Interne - Poste Communication,Description de l'offre d'emploi 205 dans le domaine Communication,Remote (Maroc),Communication,"['Communication Corporate', 'Relations Presse', 'Communication de Crise']","{'Communication Corporate': 4, 'Relations Presse': 2, 'Communication de Crise': 3}",Contrat,1 an,"['Anglais', 'Arabe', 'Français']",2025-03-12,622-1035 MAD/jour,employer_29
job_206,Infirmier - Poste Santé,Description de l'offre d'emploi 206 dans le domaine Santé,Meknès,Santé,"['Pharmacovigilance', 'Gestion Hospitalière', 'Imagerie Médicale', 'Télémédecine', 'Réglementation Médicale', 'Communication Digitale']","{'Pharmacovigilance': 4, 'Gestion Hospitalière': 4, 'Imagerie Médicale': 1, 'Télémédecine': 2, 'Réglementation Médicale': 1, 'Communication Digitale': 5}",Contrat,2 semaines,['Arabe'],2025-04-07,717-1381 MAD/jour,employer_26
job_207,BIM Manager - Projet Architecture,Description de l'offre d'emploi 207 dans le domaine Architecture,Khouribga,Architecture,"[""Architecture d'Intérieur"", 'Conception Architecturale', 'AutoCAD', 'Rénovation']","{""Architecture d'Intérieur"": 5, 'Conception Architecturale': 2, 'AutoCAD': 3, 'Rénovation': 4}",Freelance,3 mois,"['Anglais', 'Arabe']",2025-04-15,348-1349 MAD/jour,employer_62
job_208,Chercheur Clinique - Projet Santé,Description de l'offre d'emploi 208 dans le domaine Santé,Agadir,Santé,"['Imagerie Médicale', 'Réglementation Médicale', 'Génie Énergétique']","{'Imagerie Médicale': 2, 'Réglementation Médicale': 4, 'Génie Énergétique': 5}",Mission ponctuelle,1 mois,"['Anglais', 'Arabe', 'Français']",2025-04-18,515-1488 MAD/jour,employer_21
job_209,SEM Expert - Projet Marketing Digital,Description de l'offre d'emploi 209 dans le domaine Marketing Digital,Tanger,Marketing Digital,"['Marketing Strategy', 'Instagram Ads', 'Affiliate Marketing', 'Email Marketing']","{'Marketing Strategy': 4, 'Instagram Ads': 4, 'Affiliate Marketing': 2, 'Email Marketing': 2}",Mission ponctuelle,3 mois,['Français'],2025-03-30,506-1028 MAD/jour,employer_34
job_210,Data Scientist - Poste IT & Développement,Description de l'offre d'emploi 210 dans le domaine IT & Développement,Fès,IT & Développement,"['SEO', 'WordPress', 'Création de Cours', ""Sciences de l'Éducation""]","{'SEO': 2, 'WordPress': 2, 'Création de Cours': 3, ""Sciences de l'Éducation"": 4}",Freelance,6 mois,['Arabe'],2025-04-13,334-1288 MAD/jour,employer_47
job_211,Product Designer - Mission Design & Création,Description de l'offre d'emploi 211 dans le domaine Design & Création,El Jadida,Design & Création,"['XD', 'Graphic Design']","{'XD': 2, 'Graphic Design': 5}",Temps plein,1 an,"['Anglais', 'Arabe', 'Français']",2025-04-23,481-1250 MAD/jour,employer_33
job_212,Destination Manager - Poste Tourisme & Hôtellerie,Description de l'offre d'emploi 212 dans le domaine Tourisme & Hôtellerie,Fès,Tourisme & Hôtellerie,"['Conciergerie', 'Gestion de Restaurant']","{'Conciergerie': 5, 'Gestion de Restaurant': 4}",Temps partiel,3 mois,"['Arabe', 'Français']",2025-03-28,323-1307 MAD/jour,employer_68
job_213,Responsable Formation - Mission Ressources Humaines,Description de l'offre d'emploi 213 dans le domaine Ressources Humaines,Fès,Ressources Humaines,"['Assessment', 'Paie', 'Gestion des Compétences', 'Gestion des Talents']","{'Assessment': 2, 'Paie': 3, 'Gestion des Compétences': 3, 'Gestion des Talents': 2}",Freelance,1 semaine,[],2025-03-13,396-1173 MAD/jour,employer_31
job_214,Infirmier - Projet Santé,Description de l'offre d'emploi 214 dans le domaine Santé,Agadir,Santé,"['Réglementation Médicale', 'Conseil Médical', 'Qualité Sanitaire', 'Santé Publique', 'Santé Digitale', 'Génie Industriel']","{'Réglementation Médicale': 5, 'Conseil Médical': 1, 'Qualité Sanitaire': 1, 'Santé Publique': 1, 'Santé Digitale': 3, 'Génie Industriel': 4}",Mission ponctuelle,6 mois,"['Arabe', 'Français']",2025-03-03,633-1040 MAD/jour,employer_40
job_215,Enseignant - Mission Éducation & Formation,Description de l'offre d'emploi 215 dans le domaine Éducation & Formation,Remote (Maroc),Éducation & Formation,"['Blended Learning', 'LMS', 'Gestion des Talents']","{'Blended Learning': 4, 'LMS': 4, 'Gestion des Talents': 1}",Temps plein,6 mois,"['Anglais', 'Arabe', 'Français']",2025-04-18,648-1261 MAD/jour,employer_36
job_216,Directeur de Formation - Poste Éducation & Formation,Description de l'offre d'emploi 216 dans le domaine Éducation & Formation,Tétouan,Éducation & Formation,"['E-learning', 'Évaluation', 'Édition Pédagogique', 'Blended Learning', 'SketchUp']","{'E-learning': 5, 'Évaluation': 1, 'Édition Pédagogique': 4, 'Blended Learning': 3, 'SketchUp': 1}",Temps plein,2 semaines,"['Arabe', 'Français']",2025-03-11,589-1050 MAD/jour,employer_59
job_217,Architecte Paysagiste - Projet Architecture,Description de l'offre d'emploi 217 dans le domaine Architecture,Khouribga,Architecture,"['SketchUp', ""Architecture d'Intérieur"", 'Design Durable', 'Rhinoceros 3D']","{'SketchUp': 2, ""Architecture d'Intérieur"": 5, 'Design Durable': 1, 'Rhinoceros 3D': 2}",Temps plein,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-03-20,304-1173 MAD/jour,employer_74
job_218,UI/UX Designer - Mission IT & Développement,Description de l'offre d'emploi 218 dans le domaine IT & Développement,Tanger,IT & Développement,"['JavaScript', 'Kotlin', 'Droit des Contrats']","{'JavaScript': 5, 'Kotlin': 2, 'Droit des Contrats': 5}",Temps plein,2 semaines,[],2025-04-24,532-872 MAD/jour,employer_7
job_219,Web Designer - Mission Design & Création,Description de l'offre d'emploi 219 dans le domaine Design & Création,Marrakech,Design & Création,"['Figma', 'Sketch', 'Product Design']","{'Figma': 4, 'Sketch': 2, 'Product Design': 1}",Mission ponctuelle,6 mois,"['Arabe', 'Français']",2025-04-21,528-802 MAD/jour,employer_99
job_220,Ingénieur Industriel - Poste Ingénierie,Description de l'offre d'emploi 220 dans le domaine Ingénierie,Mohammedia,Ingénierie,"['Génie des Procédés', 'MATLAB', 'Génie Informatique']","{'Génie des Procédés': 4, 'MATLAB': 2, 'Génie Informatique': 3}",Temps partiel,6 mois,"['Arabe', 'Français']",2025-03-18,694-1452 MAD/jour,employer_69
job_221,Directeur de Programme Immobilier - Poste BTP & Construction,Description de l'offre d'emploi 221 dans le domaine BTP & Construction,Taza,BTP & Construction,"['Génie Civil', 'BIM', 'Immobilier', 'Construction Durable', 'Santé Digitale']","{'Génie Civil': 2, 'BIM': 2, 'Immobilier': 3, 'Construction Durable': 3, 'Santé Digitale': 5}",Temps partiel,1 mois,"['Anglais', 'Arabe']",2025-03-30,635-1020 MAD/jour,employer_82
job_222,Correcteur - Mission Rédaction & Traduction,Description de l'offre d'emploi 222 dans le domaine Rédaction & Traduction,Khouribga,Rédaction & Traduction,"['Copywriting', 'Spanish Translation']","{'Copywriting': 5, 'Spanish Translation': 4}",Temps plein,1 mois,"['Anglais', 'Arabe', 'Français']",2025-03-09,599-1415 MAD/jour,employer_85
job_223,Brand Manager - Poste Marketing Digital,Description de l'offre d'emploi 223 dans le domaine Marketing Digital,Fès,Marketing Digital,"['SMM', 'CRM', 'Marketing Automation', 'Analytics']","{'SMM': 2, 'CRM': 1, 'Marketing Automation': 2, 'Analytics': 4}",Contrat,1 mois,"['Arabe', 'Français']",2025-03-01,434-1354 MAD/jour,employer_10
job_224,3D Artist - Mission Design & Création,Description de l'offre d'emploi 224 dans le domaine Design & Création,Rabat,Design & Création,"['Animation', 'Figma']","{'Animation': 3, 'Figma': 5}",Temps plein,6 mois,"['Arabe', 'Français']",2025-02-28,389-1230 MAD/jour,employer_23
job_225,Attaché de Presse - Projet Communication,Description de l'offre d'emploi 225 dans le domaine Communication,El Jadida,Communication,"['Event Management', 'Media Planning', 'Python']","{'Event Management': 3, 'Media Planning': 4, 'Python': 1}",Freelance,1 mois,"['Arabe', 'Français']",2025-03-12,375-1473 MAD/jour,employer_78
job_226,Ingénieur Projet - Projet Ingénierie,Description de l'offre d'emploi 226 dans le domaine Ingénierie,Tanger,Ingénierie,"['Prototypage', 'Assurance Qualité', 'Génie Civil', 'Développement Durable']","{'Prototypage': 3, 'Assurance Qualité': 4, 'Génie Civil': 5, 'Développement Durable': 1}",Temps partiel,3 mois,"['Arabe', 'Français']",2025-03-01,378-1079 MAD/jour,employer_90
job_227,Expert Comptable - Mission Finance & Comptabilité,Description de l'offre d'emploi 227 dans le domaine Finance & Comptabilité,Kénitra,Finance & Comptabilité,"['Consolidation', 'Comptabilité Analytique', 'Comptabilité Générale', 'Audit']","{'Consolidation': 3, 'Comptabilité Analytique': 1, 'Comptabilité Générale': 5, 'Audit': 1}",Freelance,1 semaine,"['Anglais', 'Français']",2025-03-16,780-1168 MAD/jour,employer_60
job_228,Directeur de Travaux - Mission BTP & Construction,Description de l'offre d'emploi 228 dans le domaine BTP & Construction,Remote (Maroc),BTP & Construction,"['Coordination Travaux', 'Sécurité Chantier', 'Immobilier', 'Planning']","{'Coordination Travaux': 2, 'Sécurité Chantier': 1, 'Immobilier': 5, 'Planning': 2}",Temps plein,1 an,"['Arabe', 'Français']",2025-04-21,318-1227 MAD/jour,employer_31
job_229,Directeur de Formation - Projet Éducation & Formation,Description de l'offre d'emploi 229 dans le domaine Éducation & Formation,Nador,Éducation & Formation,"['Blended Learning', 'MOOC', 'Édition Pédagogique', 'LMS']","{'Blended Learning': 3, 'MOOC': 2, 'Édition Pédagogique': 1, 'LMS': 2}",Contrat,3 mois,"['Arabe', 'Français']",2025-04-09,409-1243 MAD/jour,employer_71
job_230,Responsable Fiscal - Mission Finance & Comptabilité,Description de l'offre d'emploi 230 dans le domaine Finance & Comptabilité,Khouribga,Finance & Comptabilité,"['Reporting Financier', 'Excel Avancé', 'Budgétisation', 'Analyse Financière', 'Consolidation']","{'Reporting Financier': 2, 'Excel Avancé': 3, 'Budgétisation': 5, 'Analyse Financière': 4, 'Consolidation': 5}",Freelance,1 mois,['Anglais'],2025-03-23,544-1337 MAD/jour,employer_21
job_231,Directeur de Communication - Mission Communication,Description de l'offre d'emploi 231 dans le domaine Communication,Taza,Communication,"['Relations Publiques', 'Communication Corporate', 'Relations Presse', 'Sponsoring', 'Stratégie de Communication', 'Reporting Financier', 'ERP Finance']","{'Relations Publiques': 3, 'Communication Corporate': 2, 'Relations Presse': 2, 'Sponsoring': 3, 'Stratégie de Communication': 4, 'Reporting Financier': 5, 'ERP Finance': 5}",Contrat,1 mois,"['Arabe', 'Français']",2025-03-26,303-1093 MAD/jour,employer_15
job_232,Consultant Medical - Mission Santé,Description de l'offre d'emploi 232 dans le domaine Santé,Fès,Santé,"['Qualité Sanitaire', 'Gestion Hospitalière']","{'Qualité Sanitaire': 2, 'Gestion Hospitalière': 2}",Temps plein,6 mois,"['Anglais', 'Arabe', 'Français']",2025-04-18,602-1203 MAD/jour,employer_82
job_233,Rédacteur Web - Poste Rédaction & Traduction,Description de l'offre d'emploi 233 dans le domaine Rédaction & Traduction,Marrakech,Rédaction & Traduction,"['Spanish Translation', 'Legal Writing', 'Arabic Translation', 'English Translation', 'Academic Writing', 'Hospitality Management']","{'Spanish Translation': 2, 'Legal Writing': 2, 'Arabic Translation': 2, 'English Translation': 3, 'Academic Writing': 1, 'Hospitality Management': 5}",Temps plein,6 mois,['Arabe'],2025-04-24,740-910 MAD/jour,employer_91
job_234,Responsable Communication Digitale - Projet Communication,Description de l'offre d'emploi 234 dans le domaine Communication,Khouribga,Communication,"['Communication de Crise', 'Communication Corporate', 'Community Management', 'Relations Presse', 'Communication Politique']","{'Communication de Crise': 1, 'Communication Corporate': 5, 'Community Management': 5, 'Relations Presse': 3, 'Communication Politique': 5}",Mission ponctuelle,1 mois,"['Anglais', 'Arabe']",2025-03-25,429-1418 MAD/jour,employer_26
job_235,Medical Writer - Poste Santé,Description de l'offre d'emploi 235 dans le domaine Santé,El Jadida,Santé,"['Conseil Médical', 'Biologie Médicale', 'Santé Digitale', 'Imagerie Médicale', 'Recherche Clinique']","{'Conseil Médical': 4, 'Biologie Médicale': 1, 'Santé Digitale': 4, 'Imagerie Médicale': 1, 'Recherche Clinique': 5}",Mission ponctuelle,1 an,"['Anglais', 'Arabe', 'Français']",2025-04-21,576-1099 MAD/jour,employer_24
job_236,Illustrator - Projet Design & Création,Description de l'offre d'emploi 236 dans le domaine Design & Création,Nador,Design & Création,"['Illustration', 'Motion Design', 'Figma', 'InDesign', '3D Modeling']","{'Illustration': 1, 'Motion Design': 1, 'Figma': 3, 'InDesign': 2, '3D Modeling': 1}",Contrat,1 semaine,"['Anglais', 'Français']",2025-04-16,764-1443 MAD/jour,employer_68
job_237,Consultant Medical - Poste Santé,Description de l'offre d'emploi 237 dans le domaine Santé,Béni Mellal,Santé,"['Biologie Médicale', 'Medical Writing', 'Réglementation Médicale', 'Imagerie Médicale']","{'Biologie Médicale': 5, 'Medical Writing': 1, 'Réglementation Médicale': 2, 'Imagerie Médicale': 4}",Temps partiel,1 semaine,"['Arabe', 'Français']",2025-03-05,566-1047 MAD/jour,employer_44
job_238,Infirmier - Mission Santé,Description de l'offre d'emploi 238 dans le domaine Santé,Tétouan,Santé,"['Conseil Médical', 'Recherche Clinique', 'Santé Publique']","{'Conseil Médical': 2, 'Recherche Clinique': 2, 'Santé Publique': 2}",Contrat,1 mois,"['Arabe', 'Français']",2025-03-02,555-879 MAD/jour,employer_13
job_239,Community Manager - Poste Communication,Description de l'offre d'emploi 239 dans le domaine Communication,Rabat,Communication,"['Communication de Crise', 'Communication Corporate', 'Communication Digitale', 'Relations Publiques', 'Communication Politique']","{'Communication de Crise': 5, 'Communication Corporate': 4, 'Communication Digitale': 2, 'Relations Publiques': 2, 'Communication Politique': 4}",Temps partiel,6 mois,"['Anglais', 'Arabe', 'Français']",2025-03-08,338-845 MAD/jour,employer_48
job_240,Data Engineer - Poste IT & Développement,Description de l'offre d'emploi 240 dans le domaine IT & Développement,Nador,IT & Développement,"['Data Science', 'Swift', 'AWS', 'Shopify', 'Flutter', 'Vente B2B', 'Négociation']","{'Data Science': 4, 'Swift': 2, 'AWS': 2, 'Shopify': 3, 'Flutter': 4, 'Vente B2B': 3, 'Négociation': 1}",Temps plein,2 semaines,"['Arabe', 'Français']",2025-04-03,377-896 MAD/jour,employer_46
job_241,Art Director - Projet Design & Création,Description de l'offre d'emploi 241 dans le domaine Design & Création,Oujda,Design & Création,"['Graphic Design', 'After Effects', 'Animation', 'Conception Technique', 'Prototypage']","{'Graphic Design': 1, 'After Effects': 3, 'Animation': 3, 'Conception Technique': 5, 'Prototypage': 3}",Contrat,1 mois,"['Arabe', 'Français']",2025-03-14,540-957 MAD/jour,employer_21
job_242,Formateur - Projet Éducation & Formation,Description de l'offre d'emploi 242 dans le domaine Éducation & Formation,Remote (Maroc),Éducation & Formation,"[""Sciences de l'Éducation"", 'Création de Cours', 'Pédagogie', 'E-learning']","{""Sciences de l'Éducation"": 1, 'Création de Cours': 1, 'Pédagogie': 2, 'E-learning': 5}",Temps partiel,3 mois,"['Arabe', 'Français']",2025-04-01,732-1449 MAD/jour,employer_21
job_243,Juriste Droit Social - Projet Droit & Juridique,Description de l'offre d'emploi 243 dans le domaine Droit & Juridique,Tanger,Droit & Juridique,"['Droit des Sociétés', 'Droit des Contrats', 'Budgétisation', ""Finance d'Entreprise""]","{'Droit des Sociétés': 3, 'Droit des Contrats': 3, 'Budgétisation': 3, ""Finance d'Entreprise"": 4}",Mission ponctuelle,1 mois,"['Anglais', 'Arabe', 'Français']",2025-02-27,407-1427 MAD/jour,employer_72
job_244,Chef de Projet Conseil - Mission Consulting,Description de l'offre d'emploi 244 dans le domaine Consulting,Mohammedia,Consulting,"['KPI', 'Benchmark', ""Stratégie d'Entreprise"", 'Six Sigma', 'Process Optimization']","{'KPI': 4, 'Benchmark': 2, ""Stratégie d'Entreprise"": 2, 'Six Sigma': 5, 'Process Optimization': 1}",Temps plein,6 mois,"['Anglais', 'Arabe']",2025-03-12,447-810 MAD/jour,employer_38
job_245,Directeur de Formation - Mission Éducation & Formation,Description de l'offre d'emploi 245 dans le domaine Éducation & Formation,Tanger,Éducation & Formation,"['E-learning', 'LMS', 'Coaching', 'Création de Cours', 'Droit Immobilier', 'Médiation']","{'E-learning': 3, 'LMS': 5, 'Coaching': 5, 'Création de Cours': 5, 'Droit Immobilier': 1, 'Médiation': 4}",Temps partiel,2 semaines,"['Arabe', 'Français']",2025-04-14,448-986 MAD/jour,employer_5
job_246,Coach Professionnel - Projet Éducation & Formation,Description de l'offre d'emploi 246 dans le domaine Éducation & Formation,El Jadida,Éducation & Formation,"['E-learning', 'Formation Professionnelle', 'SEM']","{'E-learning': 4, 'Formation Professionnelle': 5, 'SEM': 4}",Mission ponctuelle,1 semaine,"['Arabe', 'Français']",2025-03-07,643-893 MAD/jour,employer_38
job_247,Ingénieur Civil - Projet Ingénierie,Description de l'offre d'emploi 247 dans le domaine Ingénierie,El Jadida,Ingénierie,"['Développement Durable', 'Gestion de Projet', 'Génie Industriel', 'Figma']","{'Développement Durable': 5, 'Gestion de Projet': 4, 'Génie Industriel': 1, 'Figma': 3}",Contrat,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-04-15,433-1408 MAD/jour,employer_19
job_248,Expert Comptable - Projet Finance & Comptabilité,Description de l'offre d'emploi 248 dans le domaine Finance & Comptabilité,Agadir,Finance & Comptabilité,"['Comptabilité Générale', 'Contrôle de Gestion', 'Fiscalité']","{'Comptabilité Générale': 1, 'Contrôle de Gestion': 1, 'Fiscalité': 1}",Mission ponctuelle,1 an,"['Arabe', 'Français']",2025-03-12,382-1071 MAD/jour,employer_84
job_249,Responsable Paie - Poste Ressources Humaines,Description de l'offre d'emploi 249 dans le domaine Ressources Humaines,Remote (Maroc),Ressources Humaines,"['Onboarding', 'Assessment']","{'Onboarding': 5, 'Assessment': 1}",Contrat,3 mois,['Français'],2025-04-17,625-1296 MAD/jour,employer_52
job_250,Consolideur - Poste Finance & Comptabilité,Description de l'offre d'emploi 250 dans le domaine Finance & Comptabilité,Meknès,Finance & Comptabilité,"[""Finance d'Entreprise"", 'ERP Finance', 'Trésorerie', 'Excel Avancé']","{""Finance d'Entreprise"": 4, 'ERP Finance': 3, 'Trésorerie': 1, 'Excel Avancé': 5}",Freelance,1 semaine,['Français'],2025-02-26,440-803 MAD/jour,employer_70
job_251,Juriste d'Entreprise - Projet Droit & Juridique,Description de l'offre d'emploi 251 dans le domaine Droit & Juridique,Nador,Droit & Juridique,"['Droit Commercial', 'Propriété Intellectuelle', 'Conformité', 'Droit International', 'Droit Fiscal']","{'Droit Commercial': 2, 'Propriété Intellectuelle': 4, 'Conformité': 1, 'Droit International': 2, 'Droit Fiscal': 4}",Temps partiel,3 mois,['Anglais'],2025-04-20,550-1002 MAD/jour,employer_54
